state,county,tract,NAME,GEO_ID,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03001_002E,B03001_003E,B17006_001E,B17006_002E
32,003,003628,"Census Tract 36.28, Clark County, Nevada",1400000US32003003628,2503,2728,0,592,464,13,656,6956,1975,3118,849
32,003,003629,"Census Tract 36.29, Clark County, Nevada",1400000US32003003629,2430,1094,216,324,0,0,397,4461,1810,1968,166
32,003,003630,"Census Tract 36.30, Clark County, Nevada",1400000US32003003630,2741,892,0,662,15,0,301,4611,1694,1500,369
32,003,003631,"Census Tract 36.31, Clark County, Nevada",1400000US32003003631,1012,814,1,388,23,53,259,2550,1208,1088,320
32,003,003632,"Census Tract 36.32, Clark County, Nevada",1400000US32003003632,1060,654,5,128,5,0,87,1939,1360,1009,159
32,003,003633,"Census Tract 36.33, Clark County, Nevada",1400000US32003003633,1313,780,0,271,0,0,90,2454,1509,1499,386
32,003,003634,"Census Tract 36.34, Clark County, Nevada",1400000US32003003634,1530,1032,0,302,12,19,68,2963,1467,1048,107
32,003,001402,"Census Tract 14.02, Clark County, Nevada",1400000US32003001402,758,263,0,201,0,0,82,1304,2831,946,489
32,003,001501,"Census Tract 15.01, Clark County, Nevada",1400000US32003001501,922,620,32,129,0,5,108,1816,961,399,228
32,003,002206,"Census Tract 22.06, Clark County, Nevada",1400000US32003002206,688,245,21,400,0,0,70,1424,2180,850,332
32,003,002207,"Census Tract 22.07, Clark County, Nevada",1400000US32003002207,381,405,14,142,0,0,56,998,3222,1751,1155
32,003,002302,"Census Tract 23.02, Clark County, Nevada",1400000US32003002302,609,21,77,37,0,0,6,750,155,36,0
32,003,002303,"Census Tract 23.03, Clark County, Nevada",1400000US32003002303,390,10,0,87,0,16,34,537,25,29,0
32,003,002604,"Census Tract 26.04, Clark County, Nevada",1400000US32003002604,779,267,22,132,7,0,15,1222,827,104,43
32,003,002605,"Census Tract 26.05, Clark County, Nevada",1400000US32003002605,399,131,21,0,17,0,63,631,93,50,17
32,003,002837,"Census Tract 28.37, Clark County, Nevada",1400000US32003002837,3372,115,67,300,28,18,114,4014,1872,1093,0
32,003,002838,"Census Tract 28.38, Clark County, Nevada",1400000US32003002838,3186,225,0,369,0,0,153,3933,998,688,123
32,003,002841,"Census Tract 28.41, Clark County, Nevada",1400000US32003002841,2014,97,0,262,5,0,90,2468,252,509,0
32,003,002842,"Census Tract 28.42, Clark County, Nevada",1400000US32003002842,2192,217,0,1300,195,0,399,4303,1494,1667,104
32,003,002843,"Census Tract 28.43, Clark County, Nevada",1400000US32003002843,3625,759,0,1942,149,0,863,7338,1849,2814,300
32,003,002844,"Census Tract 28.44, Clark County, Nevada",1400000US32003002844,3271,689,0,961,19,0,519,5459,948,1540,0
32,003,002845,"Census Tract 28.45, Clark County, Nevada",1400000US32003002845,2137,440,26,238,42,0,349,3232,1663,1337,359
32,003,002846,"Census Tract 28.46, Clark County, Nevada",1400000US32003002846,3683,900,0,1204,0,0,422,6209,1547,1870,55
32,003,004715,"Census Tract 47.15, Clark County, Nevada",1400000US32003004715,1731,1574,0,256,37,37,216,3851,2157,1813,595
32,003,004712,"Census Tract 47.12, Clark County, Nevada",1400000US32003004712,1570,1197,0,175,0,0,382,3324,1640,1493,875
32,003,005012,"Census Tract 50.12, Clark County, Nevada",1400000US32003005012,1231,176,24,69,26,0,140,1666,1310,620,112
32,003,005107,"Census Tract 51.07, Clark County, Nevada",1400000US32003005107,2830,139,0,190,0,0,95,3254,925,1068,86
32,003,005200,"Census Tract 52, Clark County, Nevada",1400000US32003005200,2391,186,15,64,0,0,72,2728,1162,668,157
32,003,000101,"Census Tract 1.01, Clark County, Nevada",1400000US32003000101,1578,402,26,215,167,0,85,2473,4284,1757,427
32,003,001715,"Census Tract 17.15, Clark County, Nevada",1400000US32003001715,784,92,14,44,114,12,74,1134,1843,789,248
32,003,001717,"Census Tract 17.17, Clark County, Nevada",1400000US32003001717,972,19,1,125,0,0,8,1125,287,244,0
32,003,002822,"Census Tract 28.22, Clark County, Nevada",1400000US32003002822,1284,230,0,141,0,0,30,1685,2299,1021,215
32,003,002823,"Census Tract 28.23, Clark County, Nevada",1400000US32003002823,1668,499,32,243,95,8,136,2681,889,579,72
32,003,002825,"Census Tract 28.25, Clark County, Nevada",1400000US32003002825,2151,249,0,24,0,39,73,2536,605,531,210
32,003,002833,"Census Tract 28.33, Clark County, Nevada",1400000US32003002833,3118,97,88,1026,0,0,217,4546,1088,1386,117
32,003,002916,"Census Tract 29.16, Clark County, Nevada",1400000US32003002916,1599,376,4,165,0,19,238,2401,342,455,87
32,003,000516,"Census Tract 5.16, Clark County, Nevada",1400000US32003000516,895,563,9,466,12,11,241,2197,3312,1629,780
32,003,000517,"Census Tract 5.17, Clark County, Nevada",1400000US32003000517,519,528,0,390,0,0,97,1534,3858,1651,358
32,003,000800,"Census Tract 8, Clark County, Nevada",1400000US32003000800,847,273,27,168,20,0,47,1382,576,236,140
32,003,001006,"Census Tract 10.06, Clark County, Nevada",1400000US32003001006,2801,369,0,144,0,0,50,3364,703,801,49
32,003,005016,"Census Tract 50.16, Clark County, Nevada",1400000US32003005016,1849,270,13,498,0,0,289,2919,2917,1182,15
32,003,005017,"Census Tract 50.17, Clark County, Nevada",1400000US32003005017,1362,643,133,909,103,0,179,3329,1746,1369,345
32,003,005346,"Census Tract 53.46, Clark County, Nevada",1400000US32003005346,3029,287,0,1219,0,0,45,4580,931,1321,210
32,003,005347,"Census Tract 53.47, Clark County, Nevada",1400000US32003005347,3701,26,11,758,21,0,90,4607,670,1066,166
32,003,005348,"Census Tract 53.48, Clark County, Nevada",1400000US32003005348,3356,143,0,769,55,0,236,4559,752,1603,81
32,003,005349,"Census Tract 53.49, Clark County, Nevada",1400000US32003005349,2645,185,0,483,0,0,164,3477,786,1052,81
32,003,005350,"Census Tract 53.50, Clark County, Nevada",1400000US32003005350,2625,51,0,369,0,0,167,3212,361,822,9
32,003,005351,"Census Tract 53.51, Clark County, Nevada",1400000US32003005351,2664,233,102,518,15,0,320,3852,658,1271,307
32,003,005352,"Census Tract 53.52, Clark County, Nevada",1400000US32003005352,2631,77,0,108,0,28,95,2939,311,816,80
32,003,005711,"Census Tract 57.11, Clark County, Nevada",1400000US32003005711,3500,73,13,632,0,114,32,4364,395,1412,87
32,003,005712,"Census Tract 57.12, Clark County, Nevada",1400000US32003005712,6598,448,0,820,0,0,63,7929,991,1760,104
32,003,005713,"Census Tract 57.13, Clark County, Nevada",1400000US32003005713,4231,245,40,569,146,40,313,5584,351,1083,0
32,003,005714,"Census Tract 57.14, Clark County, Nevada",1400000US32003005714,4512,248,0,442,16,0,63,5281,244,0,0
32,003,005715,"Census Tract 57.15, Clark County, Nevada",1400000US32003005715,3212,294,0,477,0,0,68,4051,315,818,0
32,003,005716,"Census Tract 57.16, Clark County, Nevada",1400000US32003005716,2835,222,0,686,0,44,7,3794,46,0,0
32,003,005822,"Census Tract 58.22, Clark County, Nevada",1400000US32003005822,3859,134,0,1014,144,10,262,5423,1049,2081,73
32,003,005823,"Census Tract 58.23, Clark County, Nevada",1400000US32003005823,2823,371,0,749,0,44,165,4152,448,1488,31
32,003,005824,"Census Tract 58.24, Clark County, Nevada",1400000US32003005824,2274,52,0,556,0,0,28,2910,225,658,76
32,003,005825,"Census Tract 58.25, Clark County, Nevada",1400000US32003005825,2400,526,0,718,182,0,307,4133,1695,1222,313
32,003,005826,"Census Tract 58.26, Clark County, Nevada",1400000US32003005826,1925,431,0,902,5,0,14,3277,602,695,29
32,003,005827,"Census Tract 58.27, Clark County, Nevada",1400000US32003005827,4165,114,30,1308,6,14,255,5892,742,1448,200
32,003,005828,"Census Tract 58.28, Clark County, Nevada",1400000US32003005828,3865,622,29,1814,69,0,383,6782,878,2325,48
32,003,005829,"Census Tract 58.29, Clark County, Nevada",1400000US32003005829,2979,451,46,1393,98,0,268,5235,1802,1738,282
32,003,005830,"Census Tract 58.30, Clark County, Nevada",1400000US32003005830,1501,549,0,1101,0,0,175,3326,487,772,0
32,003,005831,"Census Tract 58.31, Clark County, Nevada",1400000US32003005831,2286,311,0,1002,0,24,439,4062,514,1408,86
32,003,005832,"Census Tract 58.32, Clark County, Nevada",1400000US32003005832,2494,168,9,1032,8,0,264,3975,453,1250,222
32,003,005833,"Census Tract 58.33, Clark County, Nevada",1400000US32003005833,3077,473,21,1762,33,0,166,5532,1629,1880,167
32,003,005834,"Census Tract 58.34, Clark County, Nevada",1400000US32003005834,1183,199,0,260,0,0,29,1671,605,628,14
32,003,005835,"Census Tract 58.35, Clark County, Nevada",1400000US32003005835,2161,1164,20,559,0,0,187,4091,991,1223,23
32,003,005836,"Census Tract 58.36, Clark County, Nevada",1400000US32003005836,2744,103,0,578,68,0,138,3631,671,1279,67
32,003,005837,"Census Tract 58.37, Clark County, Nevada",1400000US32003005837,2725,245,13,858,0,0,237,4078,624,1371,81
32,003,005838,"Census Tract 58.38, Clark County, Nevada",1400000US32003005838,3660,269,0,1071,0,0,232,5232,848,1653,26
32,003,005839,"Census Tract 58.39, Clark County, Nevada",1400000US32003005839,2466,284,0,436,0,0,230,3416,694,1155,71
32,003,005840,"Census Tract 58.40, Clark County, Nevada",1400000US32003005840,3931,907,0,2308,171,0,587,7904,1901,2824,219
32,003,005841,"Census Tract 58.41, Clark County, Nevada",1400000US32003005841,3303,216,14,583,0,0,252,4368,633,1109,127
32,003,005842,"Census Tract 58.42, Clark County, Nevada",1400000US32003005842,1542,246,41,204,8,0,53,2094,44,505,92
32,003,005843,"Census Tract 58.43, Clark County, Nevada",1400000US32003005843,1982,48,0,388,0,0,73,2491,180,580,128
32,003,005844,"Census Tract 58.44, Clark County, Nevada",1400000US32003005844,4453,377,0,496,0,0,201,5527,587,1548,22
32,003,005845,"Census Tract 58.45, Clark County, Nevada",1400000US32003005845,2649,306,0,278,0,0,232,3465,599,927,224
32,003,005846,"Census Tract 58.46, Clark County, Nevada",1400000US32003005846,3697,47,0,822,0,0,54,4620,519,559,0
32,003,005847,"Census Tract 58.47, Clark County, Nevada",1400000US32003005847,937,269,0,407,0,0,96,1709,140,420,27
32,003,005848,"Census Tract 58.48, Clark County, Nevada",1400000US32003005848,1705,545,19,424,12,63,330,3098,841,1015,331
32,003,005849,"Census Tract 58.49, Clark County, Nevada",1400000US32003005849,1561,679,84,592,0,0,145,3061,621,926,50
32,003,005850,"Census Tract 58.50, Clark County, Nevada",1400000US32003005850,1482,447,0,1077,67,0,379,3452,571,713,16
32,003,005851,"Census Tract 58.51, Clark County, Nevada",1400000US32003005851,2480,310,93,1370,31,0,324,4608,1449,1230,17
32,003,005852,"Census Tract 58.52, Clark County, Nevada",1400000US32003005852,2074,32,0,1303,0,0,196,3605,716,988,52
32,003,005853,"Census Tract 58.53, Clark County, Nevada",1400000US32003005853,3212,513,19,1859,62,0,460,6125,1679,2089,418
32,003,005854,"Census Tract 58.54, Clark County, Nevada",1400000US32003005854,4177,1695,76,1988,253,17,453,8659,1362,1975,293
32,003,005855,"Census Tract 58.55, Clark County, Nevada",1400000US32003005855,2988,396,0,1652,33,0,735,5804,685,1834,304
32,003,005856,"Census Tract 58.56, Clark County, Nevada",1400000US32003005856,1934,239,9,1217,26,121,426,3972,483,1172,46
32,003,005903,"Census Tract 59.03, Clark County, Nevada",1400000US32003005903,2005,4,0,40,25,0,7,2081,336,322,0
32,003,005904,"Census Tract 59.04, Clark County, Nevada",1400000US32003005904,1995,5,26,48,0,0,13,2087,198,155,0
32,003,005905,"Census Tract 59.05, Clark County, Nevada",1400000US32003005905,2047,0,1,53,11,30,60,2202,212,190,0
32,003,006001,"Census Tract 60.01, Clark County, Nevada",1400000US32003006001,2305,1660,30,542,17,0,338,4892,1598,2032,649
32,003,006104,"Census Tract 61.04, Clark County, Nevada",1400000US32003006104,1664,267,0,1001,44,0,85,3061,859,890,174
32,003,006700,"Census Tract 67, Clark County, Nevada",1400000US32003006700,570,29,0,106,0,4,28,737,61,9,0
32,003,006800,"Census Tract 68, Clark County, Nevada",1400000US32003006800,1353,537,43,196,35,27,121,2312,2394,1016,382
32,003,006900,"Census Tract 69, Clark County, Nevada",1400000US32003006900,1162,61,0,252,18,0,31,1524,325,219,0
32,003,007100,"Census Tract 71, Clark County, Nevada",1400000US32003007100,726,47,0,49,0,0,7,829,2499,1123,576
32,003,007200,"Census Tract 72, Clark County, Nevada",1400000US32003007200,1228,880,65,259,0,0,202,2634,2206,1414,548
32,003,007500,"Census Tract 75, Clark County, Nevada",1400000US32003007500,1639,894,153,55,27,0,175,2943,610,197,29
32,003,007600,"Census Tract 76, Clark County, Nevada",1400000US32003007600,2851,11,0,58,32,0,12,2964,939,1104,35
32,003,007800,"Census Tract 78, Clark County, Nevada",1400000US32003007800,1587,203,0,82,26,0,68,1966,429,491,202
32,003,004915,"Census Tract 49.15, Clark County, Nevada",1400000US32003004915,947,230,0,124,265,0,73,1639,1713,767,162
32,003,004919,"Census Tract 49.19, Clark County, Nevada",1400000US32003004919,1763,234,8,446,0,0,138,2589,1858,1259,108
32,003,005311,"Census Tract 53.11, Clark County, Nevada",1400000US32003005311,1747,193,0,344,0,0,158,2442,537,755,80
32,003,003635,"Census Tract 36.35, Clark County, Nevada",1400000US32003003635,1822,705,175,513,57,110,330,3712,2229,1524,36
32,003,003636,"Census Tract 36.36, Clark County, Nevada",1400000US32003003636,1458,355,0,365,0,0,79,2257,444,601,123
32,003,003637,"Census Tract 36.37, Clark County, Nevada",1400000US32003003637,1992,882,210,226,0,49,108,3467,1310,1475,203
32,003,003638,"Census Tract 36.38, Clark County, Nevada",1400000US32003003638,723,774,2,318,123,4,225,2169,905,1027,387
32,003,003639,"Census Tract 36.39, Clark County, Nevada",1400000US32003003639,1188,591,0,312,0,0,78,2169,1637,1152,227
32,003,003640,"Census Tract 36.40, Clark County, Nevada",1400000US32003003640,1516,947,0,216,2,0,164,2845,2269,1593,149
32,003,003641,"Census Tract 36.41, Clark County, Nevada",1400000US32003003641,1255,2523,0,307,115,0,136,4336,1780,1783,338
32,003,003642,"Census Tract 36.42, Clark County, Nevada",1400000US32003003642,993,1060,0,246,12,0,187,2498,1985,1259,169
32,003,003643,"Census Tract 36.43, Clark County, Nevada",1400000US32003003643,1257,1005,0,323,14,0,292,2891,2366,1730,403
32,003,003644,"Census Tract 36.44, Clark County, Nevada",1400000US32003003644,673,1748,1,124,155,0,205,2906,1556,1128,231
32,003,004301,"Census Tract 43.01, Clark County, Nevada",1400000US32003004301,60,98,0,0,0,0,0,158,1393,559,402
32,003,004302,"Census Tract 43.02, Clark County, Nevada",1400000US32003004302,321,527,0,26,5,0,13,892,2933,1243,643
32,003,004401,"Census Tract 44.01, Clark County, Nevada",1400000US32003004401,345,39,0,46,0,0,0,430,2214,1018,537
32,003,004402,"Census Tract 44.02, Clark County, Nevada",1400000US32003004402,187,494,20,0,0,6,68,775,3125,1648,981
32,003,004601,"Census Tract 46.01, Clark County, Nevada",1400000US32003004601,351,1265,4,32,0,4,40,1696,3118,1819,952
32,003,004602,"Census Tract 46.02, Clark County, Nevada",1400000US32003004602,272,589,11,37,14,20,47,990,1824,1049,489
32,003,004925,"Census Tract 49.25, Clark County, Nevada",1400000US32003004925,1575,486,11,691,217,12,83,3075,3126,1787,425
32,003,004926,"Census Tract 49.26, Clark County, Nevada",1400000US32003004926,1029,188,0,492,0,0,209,1918,1626,895,152
32,003,005013,"Census Tract 50.13, Clark County, Nevada",1400000US32003005013,635,539,0,830,89,51,124,2268,1780,1127,196
32,003,005014,"Census Tract 50.14, Clark County, Nevada",1400000US32003005014,1507,667,17,1079,30,48,253,3601,2134,1415,409
32,003,005015,"Census Tract 50.15, Clark County, Nevada",1400000US32003005015,1465,352,0,1128,0,0,213,3158,1141,770,18
32,003,005343,"Census Tract 53.43, Clark County, Nevada",1400000US32003005343,3490,61,10,244,0,0,250,4055,472,1186,148
32,003,003006,"Census Tract 30.06, Clark County, Nevada",1400000US32003003006,1724,162,25,138,0,0,41,2090,1777,1089,482
32,003,002915,"Census Tract 29.15, Clark County, Nevada",1400000US32003002915,2967,419,15,431,0,51,162,4045,750,668,52
32,003,002954,"Census Tract 29.54, Clark County, Nevada",1400000US32003002954,1693,185,10,575,25,0,75,2563,1150,622,347
32,003,003215,"Census Tract 32.15, Clark County, Nevada",1400000US32003003215,2571,507,6,242,78,0,267,3671,771,887,358
32,003,003615,"Census Tract 36.15, Clark County, Nevada",1400000US32003003615,867,571,0,173,17,0,150,1778,1069,787,182
32,003,003800,"Census Tract 38, Clark County, Nevada",1400000US32003003800,678,751,0,14,59,0,44,1546,2363,1017,582
32,003,004200,"Census Tract 42, Clark County, Nevada",1400000US32003004200,556,117,0,38,82,0,72,865,3778,1557,776
32,003,004713,"Census Tract 47.13, Clark County, Nevada",1400000US32003004713,615,903,0,54,0,36,78,1686,2404,1477,868
32,003,004916,"Census Tract 49.16, Clark County, Nevada",1400000US32003004916,621,281,5,91,6,32,89,1125,1576,737,291
32,003,004920,"Census Tract 49.20, Clark County, Nevada",1400000US32003004920,1203,606,61,154,6,14,45,2089,3522,1956,700
32,003,005010,"Census Tract 50.10, Clark County, Nevada",1400000US32003005010,1881,410,54,114,0,35,229,2723,2326,1121,462
32,003,005011,"Census Tract 50.11, Clark County, Nevada",1400000US32003005011,1030,313,0,56,0,0,38,1437,1739,750,289
32,003,005313,"Census Tract 53.13, Clark County, Nevada",1400000US32003005313,3943,326,134,132,0,0,370,4905,1082,1215,41
32,003,005316,"Census Tract 53.16, Clark County, Nevada",1400000US32003005316,2894,268,0,235,11,11,227,3646,1397,997,188
32,003,005320,"Census Tract 53.20, Clark County, Nevada",1400000US32003005320,1914,89,0,92,0,12,105,2212,455,524,37
32,003,005501,"Census Tract 55.01, Clark County, Nevada",1400000US32003005501,3631,43,12,334,0,0,20,4040,188,299,0
32,003,005703,"Census Tract 57.03, Clark County, Nevada",1400000US32003005703,647,72,0,101,12,0,3,835,102,88,56
32,003,006103,"Census Tract 61.03, Clark County, Nevada",1400000US32003006103,1307,264,0,160,52,0,182,1965,1144,873,344
32,003,006201,"Census Tract 62.01, Clark County, Nevada",1400000US32003006201,1136,478,12,23,13,11,196,1869,1719,1207,517
32,003,002504,"Census Tract 25.04, Clark County, Nevada",1400000US32003002504,1692,520,30,152,82,0,197,2673,1169,389,111
32,003,001901,"Census Tract 19.01, Clark County, Nevada",1400000US32003001901,1208,338,0,481,0,0,40,2067,3855,1690,477
32,003,002403,"Census Tract 24.03, Clark County, Nevada",1400000US32003002403,936,821,0,606,0,0,63,2426,1275,504,118
32,003,002405,"Census Tract 24.05, Clark County, Nevada",1400000US32003002405,1236,511,0,182,23,0,107,2059,2610,1364,687
32,003,005702,"Census Tract 57.02, Clark County, Nevada",1400000US32003005702,2462,118,34,26,0,0,190,2830,429,584,359
32,003,005341,"Census Tract 53.41, Clark County, Nevada",1400000US32003005341,1757,54,0,98,34,0,52,1995,371,435,92
32,003,005612,"Census Tract 56.12, Clark County, Nevada",1400000US32003005612,1190,20,20,0,0,0,36,1266,115,412,31
32,003,005809,"Census Tract 58.09, Clark County, Nevada",1400000US32003005809,2246,339,21,294,0,0,224,3124,790,632,61
32,003,005811,"Census Tract 58.11, Clark County, Nevada",1400000US32003005811,4011,984,169,1748,17,0,205,7134,1600,1711,268
32,003,005336,"Census Tract 53.36, Clark County, Nevada",1400000US32003005336,3108,88,0,164,24,0,46,3430,452,1168,274
32,003,005312,"Census Tract 53.12, Clark County, Nevada",1400000US32003005312,1599,145,1,298,0,21,51,2115,457,507,160
32,003,005335,"Census Tract 53.35, Clark County, Nevada",1400000US32003005335,3905,42,60,135,0,0,96,4238,346,846,36
32,003,005337,"Census Tract 53.37, Clark County, Nevada",1400000US32003005337,2453,79,0,104,0,0,210,2846,327,824,66
32,003,005342,"Census Tract 53.42, Clark County, Nevada",1400000US32003005342,2686,49,7,90,0,0,55,2887,550,932,37
32,003,005432,"Census Tract 54.32, Clark County, Nevada",1400000US32003005432,4254,411,32,157,0,0,222,5076,785,859,14
32,003,005502,"Census Tract 55.02, Clark County, Nevada",1400000US32003005502,3697,12,0,43,0,0,94,3846,579,837,92
32,003,005803,"Census Tract 58.03, Clark County, Nevada",1400000US32003005803,2810,203,0,300,0,0,331,3644,628,888,311
32,003,005804,"Census Tract 58.04, Clark County, Nevada",1400000US32003005804,2639,220,14,513,0,0,106,3492,317,494,0
32,003,005806,"Census Tract 58.06, Clark County, Nevada",1400000US32003005806,2403,258,7,281,8,0,155,3112,545,695,131
32,003,000203,"Census Tract 2.03, Clark County, Nevada",1400000US32003000203,1462,672,13,365,23,20,115,2670,1576,1090,424
32,003,001607,"Census Tract 16.07, Clark County, Nevada",1400000US32003001607,2433,328,121,275,55,0,287,3499,1400,1098,470
32,003,001708,"Census Tract 17.08, Clark County, Nevada",1400000US32003001708,1688,210,83,106,6,0,70,2163,789,402,85
32,003,001712,"Census Tract 17.12, Clark County, Nevada",1400000US32003001712,1984,545,10,181,0,0,171,2891,1105,693,269
32,003,001803,"Census Tract 18.03, Clark County, Nevada",1400000US32003001803,1031,156,0,58,0,0,16,1261,1371,494,33
32,003,001804,"Census Tract 18.04, Clark County, Nevada",1400000US32003001804,715,283,0,278,0,0,110,1386,2337,1030,523
32,003,005503,"Census Tract 55.03, Clark County, Nevada",1400000US32003005503,2783,0,96,27,25,0,79,3010,147,541,78
32,003,005421,"Census Tract 54.21, Clark County, Nevada",1400000US32003005421,2057,1042,0,35,12,0,66,3212,536,852,576
32,003,005423,"Census Tract 54.23, Clark County, Nevada",1400000US32003005423,2563,766,21,106,0,39,144,3639,895,1012,393
32,003,005433,"Census Tract 54.33, Clark County, Nevada",1400000US32003005433,3719,24,12,60,0,0,141,3956,703,1133,76
32,003,005805,"Census Tract 58.05, Clark County, Nevada",1400000US32003005805,2316,98,9,151,0,10,43,2627,344,344,20
32,003,005808,"Census Tract 58.08, Clark County, Nevada",1400000US32003005808,1885,193,10,312,9,0,312,2721,443,599,38
32,003,005353,"Census Tract 53.53, Clark County, Nevada",1400000US32003005353,2669,195,0,352,0,51,164,3431,483,1039,39
32,003,005354,"Census Tract 53.54, Clark County, Nevada",1400000US32003005354,3512,483,28,444,31,0,177,4675,929,1541,229
32,003,005355,"Census Tract 53.55, Clark County, Nevada",1400000US32003005355,4112,121,0,477,0,0,129,4839,424,879,160
32,003,005356,"Census Tract 53.56, Clark County, Nevada",1400000US32003005356,1827,92,0,200,9,0,41,2169,424,502,0
